year,depth,mag,magType,net,id,updated,place,type,status,locationSource,magSource,,,,
1942,10,7,mw,iscgem,iscgem900592,2015-05-13T18:52:44.000Z,central Turkey,earthquake,automatic,iscgem,iscgem,,,,
1943,20,7.4,mw,iscgem,iscgem899723,2015-05-13T18:52:44.000Z,"offshore Guerrero, Mexico",earthquake,automatic,iscgem,iscgem,,,,
1943,20,7,mw,iscgem,iscgem899742,2015-05-13T18:52:44.000Z,South Sandwich Islands region,earthquake,automatic,iscgem,iscgem,,,,
1943,35,7.1,mw,iscgemsup,iscgemsup899784,2015-07-13T17:02:22.000Z,"Sunda Strait, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1943,35,8.1,mw,iscgem,iscgem899789,2015-05-13T18:52:45.000Z,"Coquimbo, Chile",earthquake,automatic,iscgem,iscgem,,,,
1943,15,7.2,mw,iscgemsup,iscgemsup899838,2015-07-13T17:02:22.000Z,"Catanduanes, Philippines",earthquake,automatic,iscgem,iscgem,,,,
1943,15,7.8,mw,iscgem,iscgem899851,2015-05-13T18:52:45.000Z,Philippine Islands region,earthquake,automatic,iscgem,iscgem,,,,
1943,15,7.4,mw,iscgem,iscgem899871,2015-05-13T18:52:45.000Z,"southern Sumatra, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1943,10,7.8,mw,iscgem,iscgem899872,2015-05-13T18:52:45.000Z,"southern Sumatra, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1943,35,7.2,mw,iscgem,iscgem899875,2015-05-13T18:52:45.000Z,"off the east coast of Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1943,60,7,mw,iscgem,iscgem899940,2015-05-13T18:52:45.000Z,"Java, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1943,15,7.7,mw,iscgem,iscgem899944,2015-05-13T18:52:45.000Z,Puerto Rico region,earthquake,automatic,iscgem,iscgem,,,,
1943,10,7.4,mw,iscgem,iscgem899985,2015-05-13T18:52:45.000Z,Macquarie Island region,earthquake,automatic,iscgem,iscgem,,,,
1943,15,7,mw,iscgem,iscgem899991,2015-05-13T18:52:45.000Z,"western Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1943,15,7.2,mw,iscgem,iscgem900054,2015-05-13T18:52:45.000Z,"Assam, India",earthquake,automatic,iscgem,iscgem,,,,
1943,15,7.6,mw,iscgemsup,iscgemsup900071,2018-01-09T22:32:32.868Z,Southern Alaska,earthquake,automatic,iscgem,iscgem,,,,
1943,15,7.7,mw,iscgem,iscgem900076,2015-05-13T18:52:45.000Z,"Kepulauan Aru region, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1943,20,7.5,mw,iscgem,iscgem900102,2015-05-13T18:52:45.000Z,central Turkey,earthquake,automatic,iscgem,iscgem,,,,
1943,35,7,mw,iscgemsup,iscgemsup900139,2015-07-13T17:02:22.000Z,"New Ireland region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1944,15,7,mw,iscgem,iscgem899270,2015-05-13T18:52:45.000Z,"San Juan, Argentina",earthquake,automatic,iscgem,iscgem,,,,
1944,30,7.6,mw,iscgem,iscgem899277,2015-05-13T18:52:45.000Z,central Turkey,earthquake,automatic,iscgem,iscgem,,,,
1944,15,7.1,mw,iscgem,iscgem899313,2015-05-13T18:52:45.000Z,Maldive Islands region,earthquake,automatic,iscgem,iscgem,,,,
1944,10,7.1,mw,iscgem,iscgem899329,2015-05-13T18:52:45.000Z,"northern Xinjiang, China",earthquake,automatic,iscgem,iscgem,,,,
1944,15,7.6,mw,iscgem,iscgem899365,2015-05-13T18:52:45.000Z,"near the north coast of Papua, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1944,632.7,7.3,mw,iscgem,iscgem899389,2015-05-13T18:52:45.000Z,Fiji region,earthquake,automatic,iscgem,iscgem,,,,
1944,15,7.1,mw,iscgem,iscgem899390,2015-05-13T18:52:45.000Z,"New Ireland region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1944,25,7,mw,iscgem,iscgem899448,2015-05-13T18:52:45.000Z,"offshore Chiapas, Mexico",earthquake,automatic,iscgem,iscgem,,,,
1944,35,7.2,mw,iscgem,iscgem899551,2015-05-13T18:52:45.000Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,automatic,iscgem,iscgem,,,,
1944,120,7,mw,iscgem,iscgem899567,2015-05-13T18:52:45.000Z,southeast of the Loyalty Islands,earthquake,automatic,iscgem,iscgem,,,,
1944,35,7.1,mw,iscgem,iscgem899619,2015-05-13T18:52:45.000Z,Santa Cruz Islands,earthquake,automatic,iscgem,iscgem,,,,
1944,165,7.2,mw,iscgem,iscgem899627,2015-05-13T18:52:45.000Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1944,15,8.1,mw,iscgem,iscgem899647,2018-01-18T19:50:43.059Z,"near the south coast of western Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1945,58.7,7.2,mw,iscgem,iscgem898801,2015-05-13T18:52:45.000Z,"Hokkaido, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1945,15,7.2,mw,iscgem,iscgem898817,2015-05-13T18:52:45.000Z,"Volcano Islands, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1945,35,7,mw,iscgem,iscgem898885,2015-05-13T18:52:45.000Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,automatic,iscgem,iscgem,,,,
1945,20,7.5,mw,iscgem,iscgem899073,2015-05-13T18:52:45.000Z,off the west coast of the South Island of New Zealand,earthquake,automatic,iscgem,iscgem,,,,
1945,15,8.1,mw,iscgem,iscgem899220,2015-05-13T18:52:45.000Z,off the coast of Pakistan,earthquake,automatic,iscgem,iscgem,,,,
1946,15,8.6,mw,official,official19460401122901_30,2018-01-11T21:19:32.122Z,south of Alaska,earthquake,automatic,iscgem,official,,,,
1946,35,7.3,mw,iscgem,iscgem898378,2015-05-13T18:52:45.000Z,"southern Sumatra, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1946,15,7.5,mw,iscgem,iscgem898434,2015-05-13T18:52:45.000Z,"Vancouver Island, Canada region",earthquake,automatic,iscgem,iscgem,,,,
1946,15,7.5,mw,iscgem,iscgem898498,2018-02-14T21:52:38.837Z,Dominican Republic region,earthquake,automatic,iscgem,iscgem,,,,
1946,15,7,mw,iscgem,iscgem898519,2015-05-13T18:52:45.000Z,Dominican Republic region,earthquake,automatic,iscgem,iscgem,,,,
1946,15,8,mw,iscgem,iscgem898579,2015-05-13T18:52:45.000Z,Myanmar,earthquake,automatic,iscgem,iscgem,,,,
1946,50,7.8,mw,iscgem,iscgem898610,2015-05-13T18:52:45.000Z,"New Ireland region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1946,25,7,mw,iscgem,iscgem898643,2015-05-13T18:52:45.000Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1946,25,7.5,mw,iscgemsup,iscgemsup898647,2015-07-13T17:02:22.000Z,Kyrgyzstan,earthquake,automatic,iscgem,iscgem,,,,
1946,15,8.3,mw,iscgem,iscgem898698,2018-01-19T15:35:43.594Z,"near the south coast of western Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1947,15,7.3,mw,iscgem,iscgem897783,2015-05-13T18:52:45.000Z,"Qinghai-Sichuan border region, China",earthquake,automatic,iscgem,iscgem,,,,
1947,165,7,mw,iscgem,iscgem897790,2015-05-13T18:52:45.000Z,North Island of New Zealand,earthquake,automatic,iscgem,iscgem,,,,
1947,15,7.3,mw,iscgem,iscgem897799,2015-05-13T18:52:45.000Z,"near the north coast of Papua, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1947,15,7.6,mw,iscgem,iscgem897871,2015-05-13T18:52:45.000Z,"near the north coast of Papua, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1947,15,7,mw,iscgem,iscgem897883,2015-05-13T18:52:45.000Z,"Leyte, Philippines",earthquake,automatic,iscgem,iscgem,,,,
1947,15,7,mw,iscgem,iscgem897890,2015-05-13T18:52:45.000Z,Molucca Sea,earthquake,automatic,iscgem,iscgem,,,,
1947,35,7,mw,iscgem,iscgem897893,2015-05-13T18:52:45.000Z,Mariana Islands region,earthquake,automatic,iscgem,iscgem,,,,
1947,35,7.2,mw,iscgem,iscgem897910,2015-05-13T18:52:45.000Z,Mariana Islands region,earthquake,automatic,iscgem,iscgem,,,,
1947,20,7.3,mw,iscgem,iscgem897970,2015-05-13T18:52:45.000Z,eastern Xizang-India border region,earthquake,automatic,iscgem,iscgem,,,,
1947,15,7.3,mw,iscgem,iscgem898058,2015-05-13T18:52:45.000Z,southern Greece,earthquake,automatic,iscgem,iscgem,,,,
1947,26,7.2,mw,iscgem,iscgem898078,2018-01-09T22:27:38.747Z,Central Alaska,earthquake,automatic,iscgem,iscgem,,,,
1947,20,7.6,mw,iscgem,iscgem898103,2015-05-13T18:52:45.000Z,central Peru,earthquake,automatic,iscgem,iscgem,,,,
1947,15,7,mw,iscgem,iscgem898109,2015-05-13T18:52:45.000Z,eastern Sea of Japan,earthquake,automatic,iscgem,iscgem,,,,
1948,15,7.8,mw,iscgem,iscgem897163,2015-05-13T18:52:45.000Z,"Panay, Philippines",earthquake,automatic,iscgem,iscgem,,,,
1948,595,7.1,mw,iscgem,iscgem897168,2015-05-13T18:52:45.000Z,Fiji region,earthquake,automatic,iscgem,iscgem,,,,
1948,15,7.3,mw,iscgem,iscgem897184,2015-05-13T18:52:45.000Z,"Dodecanese Islands, Greece",earthquake,automatic,iscgem,iscgem,,,,
1948,15,7.1,mw,iscgem,iscgem897217,2015-05-13T18:52:45.000Z,"Seram, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1948,15,7,mw,iscgemsup,iscgemsup897220,2015-07-13T17:02:22.000Z,Philippine Islands region,earthquake,automatic,iscgem,iscgem,,,,
1948,15,7.2,mw,iscgem,iscgem897281,2015-05-13T18:52:45.000Z,"near the south coast of western Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1948,25,7.1,mw,iscgem,iscgem897327,2015-05-13T18:52:45.000Z,Alaska Peninsula,earthquake,automatic,iscgem,iscgem,,,,
1948,55,7.1,mw,iscgem,iscgem897351,2015-05-13T18:52:45.000Z,"western Sichuan, China",earthquake,automatic,iscgem,iscgem,,,,
1948,30,7,mw,iscgem,iscgem897515,2015-05-13T18:52:45.000Z,"Salta, Argentina",earthquake,automatic,iscgem,iscgem,,,,
1948,15,7.5,mw,iscgem,iscgem897539,2015-05-13T18:52:45.000Z,Tonga,earthquake,automatic,iscgem,iscgem,,,,
1948,15,7.3,mw,iscgem,iscgem897583,2015-05-13T18:52:45.000Z,Turkmenistan,earthquake,automatic,iscgem,iscgem,,,,
1949,10,7.3,mw,iscgem,iscgem896355,2015-05-13T18:52:45.000Z,"southern Xinjiang, China",earthquake,automatic,iscgem,iscgem,,,,
1949,228.7,7.5,mw,iscgem,iscgem896379,2015-05-13T18:52:45.000Z,"Hindu Kush region, Afghanistan",earthquake,automatic,iscgem,iscgem,,,,
1949,60,7,mw,iscgem,iscgem896433,2015-05-13T18:52:45.000Z,Molucca Sea,earthquake,automatic,iscgem,iscgem,,,,
1949,15,7.1,mw,iscgem,iscgem896626,2015-05-13T18:52:45.000Z,Mariana Islands region,earthquake,automatic,iscgem,iscgem,,,,
1949,20,7.5,mw,iscgem,iscgem896645,2018-02-14T22:07:22.306Z,Tajikistan,earthquake,automatic,iscgem,iscgem,,,,
1949,10,8.2,mw,iscgem,iscgem896789,2015-05-13T18:52:45.000Z,"Haida Gwaii, Canada",earthquake,automatic,iscgem,iscgem,,,,
1949,10,7.7,mw,iscgem,iscgem897093,2015-05-13T18:52:45.000Z,"Tierra del Fuego, Magallanes, Chile",earthquake,automatic,iscgem,iscgem,,,,
1949,10,7.3,mw,iscgem,iscgem897095,2015-05-13T18:52:45.000Z,"Tierra del Fuego, Magallanes, Chile",earthquake,automatic,iscgem,iscgem,,,,
1949,15,7.1,mw,iscgem,iscgem897130,2015-05-13T18:52:45.000Z,"Luzon, Philippines",earthquake,automatic,iscgem,iscgem,,,,
1950,329,7.7,mw,iscgem,iscgem895264,2015-05-13T18:52:45.000Z,"Hokkaido, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1950,50,7.1,mw,iscgem,iscgem895457,2015-05-13T18:52:45.000Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1950,610,7.1,mw,iscgem,iscgem895680,2015-05-13T18:52:45.000Z,"Santiago Del Estero, Argentina",earthquake,automatic,iscgem,iscgem,,,,
1950,15,8.6,mw,official,official19500815140934_30,2018-02-14T23:59:05.335Z,eastern Xizang-India border region,earthquake,automatic,iscgem,official,,,,
1950,30,7.2,mw,iscgem,iscgem895844,2015-05-13T18:52:46.000Z,"Papua, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1950,97.9,7.5,mw,iscgem,iscgem895887,2015-05-13T18:52:46.000Z,Costa Rica,earthquake,automatic,iscgem,iscgem,,,,
1950,20,7.3,mw,iscgem,iscgem895901,2015-05-13T18:52:46.000Z,Banda Sea,earthquake,automatic,iscgem,iscgem,,,,
1950,65.3,7.2,mw,iscgem,iscgem895966,2015-05-13T18:52:46.000Z,Guatemala,earthquake,automatic,iscgem,iscgem,,,,
1950,199.7,7.7,mw,iscgem,iscgem896018,2015-05-13T18:52:46.000Z,Banda Sea,earthquake,automatic,iscgem,iscgem,,,,
1950,30,7.9,mw,iscgem,iscgem896121,2015-05-13T18:52:46.000Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1950,113.9,8.2,mw,iscgem,iscgem896170,2015-05-13T18:52:46.000Z,"Antofagasta, Chile",earthquake,automatic,iscgem,iscgem,,,,
1950,215.9,7.8,mw,iscgem,iscgem896185,2015-05-13T18:52:46.000Z,Tonga,earthquake,automatic,iscgem,iscgem,,,,
1950,35,7.1,mw,iscgem,iscgem896193,2015-05-13T18:52:46.000Z,"Guerrero, Mexico",earthquake,automatic,iscgem,iscgem,,,,
1951,10,7.1,mw,iscgem,iscgem894262,2015-05-13T18:52:46.000Z,"southeastern Sakha, Russia",earthquake,automatic,iscgem,iscgem,,,,
1951,496.7,7.1,mw,iscgem,iscgem894503,2015-05-13T18:52:46.000Z,"Bonin Islands, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1951,25,7,mw,iscgem,iscgem894620,2015-05-13T18:52:46.000Z,central Turkey,earthquake,automatic,iscgem,iscgem,,,,
1951,25,7.5,mw,iscgem,iscgem894821,2015-05-13T18:52:46.000Z,Taiwan,earthquake,automatic,iscgem,iscgem,,,,
1951,25,7.2,mw,iscgem,iscgem894824,2015-05-13T18:52:46.000Z,Taiwan,earthquake,automatic,iscgem,iscgem,,,,
1951,20,7,mw,iscgem,iscgem894828,2015-05-13T18:52:46.000Z,Taiwan,earthquake,automatic,iscgem,iscgem,,,,
1951,35,7,mw,iscgem,iscgem894891,2015-05-13T18:52:46.000Z,Kuril Islands,earthquake,automatic,iscgem,iscgem,,,,
1951,30,7.7,mw,iscgem,iscgem894960,2015-05-13T18:52:47.000Z,eastern Xizang,earthquake,automatic,iscgem,iscgem,,,,
1951,25,7.3,mw,iscgemsup,iscgemsup894987,2015-07-13T17:02:22.000Z,Taiwan,earthquake,automatic,iscgem,iscgem,,,,
1951,30,7.8,mw,iscgem,iscgem894988,2015-05-13T18:52:47.000Z,Taiwan,earthquake,automatic,iscgem,iscgem,,,,
1951,15,7.5,mw,iscgem,iscgem895020,2015-05-13T18:52:47.000Z,South Indian Ocean,earthquake,automatic,iscgem,iscgem,,,,
1952,25,7,mw,iscgem,iscgem892487,2015-05-13T18:52:47.000Z,"Kepulauan Barat Daya, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1952,45,8.1,mw,iscgem,iscgem892540,2015-05-13T18:52:47.000Z,"Hokkaido, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1952,15,7.3,mw,iscgem,iscgem892651,2015-05-13T18:52:47.000Z,Philippine Islands region,earthquake,automatic,iscgem,iscgem,,,,
1952,6,7.5,mw,ci,ci3319401,2018-02-23T22:42:51.679Z,"6km WNW of Grapevine, CA",earthquake,reviewed,ci,ci,,,,
1952,25,7.4,mw,iscgem,iscgem893286,2015-05-13T18:52:47.000Z,eastern Xizang,earthquake,automatic,iscgem,iscgem,,,,
1952,21.6,9,mw,official,official19521104165830_30,2018-02-14T23:32:59.867Z,"off the east coast of the Kamchatka Peninsula, Russia",earthquake,automatic,iscgem,official,,,,
1952,15,7,mw,iscgem,iscgem893860,2015-05-13T18:52:47.000Z,Solomon Islands,earthquake,automatic,iscgem,iscgem,,,,
1953,21.3,7,mw,iscgem,iscgem891410,2018-01-08T18:32:20.187Z,"Near Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1953,10,7.3,mw,iscgem,iscgem891561,2015-05-13T18:52:48.000Z,western Turkey,earthquake,automatic,iscgem,iscgem,,,,
1953,128.8,7.3,mw,iscgem,iscgem891566,2015-05-13T18:52:48.000Z,"Saint Lucia region, Windward Islands",earthquake,automatic,iscgem,iscgem,,,,
1953,35,7.4,mw,iscgem,iscgem891636,2015-05-13T18:52:48.000Z,"New Britain region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1953,66,7.5,mw,iscgem,iscgem891664,2015-05-13T18:52:48.000Z,"Bio-Bio, Chile",earthquake,automatic,iscgem,iscgem,,,,
1953,236.2,7.2,mw,iscgem,iscgem891794,2015-05-13T18:52:48.000Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1953,35,7.1,mw,iscgem,iscgem892130,2015-05-13T18:52:48.000Z,Vanuatu,earthquake,automatic,iscgem,iscgem,,,,
1953,25,7.9,mw,iscgem,iscgem892187,2015-05-13T18:52:48.000Z,"off the east coast of Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1953,25,7.3,mw,iscgem,iscgem892281,2015-05-13T18:52:48.000Z,Peru-Ecuador border region,earthquake,automatic,iscgem,iscgem,,,,
1954,15,7.2,mw,iscgem,iscgem890294,2015-05-13T18:52:48.000Z,"Volcano Islands, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1954,25,7,mw,iscgem,iscgem890326,2015-05-13T18:52:48.000Z,"Gansu, China",earthquake,automatic,iscgem,iscgem,,,,
1954,626.2,7.8,mw,iscgem,iscgem890481,2015-05-13T18:52:48.000Z,Strait of Gibraltar,earthquake,automatic,iscgem,iscgem,,,,
1954,15,7.1,mw,iscgem,iscgem890491,2015-05-13T18:52:48.000Z,Owen Fracture Zone region,earthquake,automatic,iscgem,iscgem,,,,
1954,10,7.2,mw,iscgem,iscgem890579,2015-05-13T18:52:48.000Z,"Baja California, Mexico",earthquake,automatic,iscgem,iscgem,,,,
1954,10,7.1,mw,iscgem,iscgem891356,2018-02-23T23:14:51.353Z,Nevada,earthquake,automatic,iscgem,iscgem,,,,
1955,15,7,mw,iscgem,iscgem889080,2015-05-13T18:52:49.000Z,"Auckland Islands, New Zealand region",earthquake,automatic,iscgem,iscgem,,,,
1955,15,7.5,mw,iscgem,iscgem889257,2015-05-13T18:52:49.000Z,Kermadec Islands region,earthquake,automatic,iscgem,iscgem,,,,
1955,59.2,7.2,mw,iscgem,iscgem889331,2015-05-13T18:52:49.000Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,automatic,iscgem,iscgem,,,,
1955,20,7,mw,iscgem,iscgem889351,2015-05-13T18:52:49.000Z,South Indian Ocean,earthquake,automatic,iscgem,iscgem,,,,
1955,35,7.4,mw,iscgem,iscgem889384,2015-05-13T18:52:49.000Z,"Mindanao, Philippines",earthquake,automatic,iscgem,iscgem,,,,
1955,10,7.1,mw,iscgem,iscgem889422,2015-05-13T18:52:49.000Z,"western Sichuan, China",earthquake,automatic,iscgem,iscgem,,,,
1955,15,7,mw,iscgem,iscgem889444,2015-05-13T18:52:49.000Z,"offshore Coquimbo, Chile",earthquake,automatic,iscgem,iscgem,,,,
1955,25.3,7,mw,iscgem,iscgem889535,2015-05-13T18:52:49.000Z,"Nicobar Islands, India region",earthquake,automatic,iscgem,iscgem,,,,
1955,558.9,7.2,mw,iscgem,iscgem889583,2015-05-13T18:52:49.000Z,"Volcano Islands, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1955,20,7.3,mw,iscgem,iscgem889990,2015-05-13T18:52:49.000Z,"New Britain region, Papua New Guinea",earthquake,automatic,iscgem,iscgem,,,,
1956,35,7,mw,iscgem,iscgem887807,2015-05-13T18:52:50.000Z,south of Tonga,earthquake,automatic,iscgem,iscgem,,,,
1956,20,7,mw,iscgem,iscgem887842,2015-05-13T18:52:50.000Z,near the coast of Ecuador,earthquake,automatic,iscgem,iscgem,,,,
1956,484.1,7.3,mw,iscgem,iscgem887981,2015-05-13T18:52:50.000Z,"Izu Islands, Japan region",earthquake,automatic,iscgem,iscgem,,,,
1956,419.1,7.6,mw,iscgem,iscgem888284,2015-05-13T18:52:50.000Z,Fiji region,earthquake,automatic,iscgem,iscgem,,,,
1956,25,7.3,mw,iscgem,iscgem888345,2015-05-13T18:52:50.000Z,central Afghanistan,earthquake,automatic,iscgem,iscgem,,,,
1956,20,7.7,mw,iscgem,iscgem888445,2015-05-13T18:52:50.000Z,"Dodecanese Islands, Greece",earthquake,automatic,iscgem,iscgem,,,,
1956,66.1,7.5,mw,iscgem,iscgem888741,2015-05-13T18:52:50.000Z,"near the east coast of Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1956,35,7.1,mw,iscgem,iscgem888827,2015-05-13T18:52:50.000Z,near the coast of Nicaragua,earthquake,automatic,iscgem,iscgem,,,,
1957,25,8.6,mw,official,official19570309142233_30,2018-02-23T22:35:37.825Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,official,,,,
1957,35,7.1,mw,iscgem,iscgem886098,2015-05-13T18:52:51.000Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1957,25,7,mw,iscgem,iscgem886103,2015-05-13T18:52:51.000Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1957,20,7.1,mw,iscgem,iscgem886120,2017-12-07T18:26:19.599Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1957,25,7.1,mw,iscgem,iscgem886155,2017-12-07T18:23:11.246Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1957,25,7.2,mw,iscgem,iscgem886172,2017-12-07T18:15:30.005Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1957,46.6,7.1,mw,iscgem,iscgem886230,2015-05-13T18:52:51.000Z,"Fox Islands, Aleutian Islands, Alaska",earthquake,automatic,iscgem,iscgem,,,,
1957,15,7,mw,iscgem,iscgem886362,2015-05-13T18:52:51.000Z,south of Alaska,earthquake,automatic,iscgem,iscgem,,,,
1957,20,7.1,mw,iscgem,iscgem886391,2015-05-13T18:52:51.000Z,Tonga,earthquake,automatic,iscgem,iscgem,,,,
1957,35,7.1,mw,iscgem,iscgem886445,2015-05-13T18:52:51.000Z,"Dodecanese Islands, Greece",earthquake,automatic,iscgem,iscgem,,,,
1957,35,7.3,mw,iscgem,iscgem886448,2015-05-13T18:52:51.000Z,"Dodecanese Islands, Greece",earthquake,automatic,iscgem,iscgem,,,,
1957,25,7.1,mw,iscgem,iscgem886602,2015-05-13T18:52:51.000Z,western Turkey,earthquake,automatic,iscgem,iscgem,,,,
1957,59.1,7.1,mw,iscgem,iscgem886739,2015-05-13T18:52:51.000Z,"Biak region, Indonesia",earthquake,automatic,iscgem,iscgem,,,,
1957,25,7.4,mw,iscgem,iscgem886753,2015-05-13T18:52:51.000Z,"Chitinskaya Oblast', Russia",earthquake,automatic,iscgem,iscgem,,,,
1957,37.8,7.6,mw,iscgem,iscgem886928,2015-05-13T18:52:51.000Z,"Guerrero, Mexico",earthquake,automatic,iscgem,iscgem,,,,
1957,35,7.2,mw,iscgem,iscgem887230,2015-05-13T18:52:52.000Z,Philippine Islands region,earthquake,automatic,iscgem,iscgem,,,,
1957,586.6,7.4,mw,iscgem,iscgem887265,2015-05-13T18:52:52.000Z,Fiji region,earthquake,automatic,iscgem,iscgem,,,,
1957,147.8,7.6,mw,iscgem,iscgem887437,2015-05-13T18:52:52.000Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,automatic,iscgem,iscgem,,,,
1957,232.5,7.7,mw,iscgem,iscgem887612,2015-05-13T18:52:52.000Z,"Potosi, Bolivia",earthquake,automatic,iscgem,iscgem,,,,
1957,30,8.1,mw,iscgem,iscgem887636,2018-01-19T15:53:56.001Z,central Mongolia,earthquake,automatic,iscgem,iscgem,,,,
1957,123.6,7.8,mw,iscgem,iscgem887702,2015-05-13T18:52:52.000Z,Santa Cruz Islands,earthquake,automatic,iscgem,iscgem,,,,
1958,64,7,mw,iscgem,iscgem883699,2015-05-13T18:52:52.000Z,near the coast of southern Peru,earthquake,automatic,iscgem,iscgem,,,,
1958,27.5,7.6,mw,iscgem,iscgem883713,2015-05-13T18:52:52.000Z,near the coast of Ecuador,earthquake,automatic,iscgem,iscgem,,,,
1958,35,7.2,mw,iscgem,iscgem883985,2015-05-13T18:52:52.000Z,"southwestern Ryukyu Islands, Japan",earthquake,automatic,iscgem,iscgem,,,,
1958,15,7.1,mw,iscgem,iscgem884131,2017-12-07T18:05:22.173Z,northern Alaska,earthquake,automatic,iscgem,iscgem,,,,
1958,10,7.8,mw,iscgem,iscgem884702,2018-01-25T18:45:30.420Z,Southeastern Alaska,earthquake,automatic,iscgem,iscgem,,,,
1958,612.4,7.5,mw,iscgem,iscgem884809,2015-05-13T18:52:52.000Z,southern Peru,earthquake,automatic,iscgem,iscgem,,,,
1958,35,8.3,mw,official,official19581106225809_30,2018-02-15T00:07:36.248Z,Kuril Islands,earthquake,automatic,iscgem,official,,,,
1958,35,7,mw,iscgem,iscgem885493,2015-05-13T18:52:53.000Z,Kuril Islands,earthquake,automatic,iscgem,iscgem,,,,
1959,35,7,mw,iscgem,iscgem881240,2015-05-13T18:52:53.000Z,"off the east coast of Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
1959,55,7.9,mw,iscgem,iscgem881925,2015-05-13T18:52:53.000Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,automatic,iscgem,iscgem,,,,
1959,109.2,7.1,mw,iscgem,iscgem882240,2015-05-13T18:52:53.000Z,"Tarapaca, Chile",earthquake,automatic,iscgem,iscgem,,,,
1959,25,7.2,mw,iscgem,iscgem882641,2015-05-13T18:52:53.000Z,Taiwan region,earthquake,automatic,iscgem,iscgem,,,,
1959,25,7,mw,iscgem,iscgem882668,2015-05-13T18:52:54.000Z,Solomon Islands,earthquake,automatic,iscgem,iscgem,,,,
1959,10,7.2,mw,iscgem,iscgem882673,2018-03-09T15:21:01.267Z,"Hebgen Lake, Wyoming Earthquake",earthquake,automatic,iscgem,iscgem,,,,
1959,35,7.3,mw,iscgem,iscgem882896,2015-05-13T18:52:54.000Z,Kermadec Islands region,earthquake,automatic,iscgem,iscgem,,,,
1959,25,7,mw,iscgem,iscgem883464,2015-05-13T18:52:54.000Z,South Sandwich Islands region,earthquake,automatic,iscgem,iscgem,,,,
1960,65,7.1,mw,iscgem,iscgem878016,2017-04-13T21:39:21.282Z,near the coast of southern Peru,earthquake,automatic,iscgem,iscgem,,,,
1960,15,8,mw,iscgem,iscgem878564,2015-05-13T18:52:54.000Z,"off the east coast of Honshu, Japan",earthquake,automatic,iscgem,iscgem,,,,
