year,depth,mag,magType,net,id,updated,place,type,status,locationSource,magSource,,,,
1990,588.9,7.1,mw,us,usp00049qg,2016-11-10T00:35:53.437Z,Flores Sea,earthquake,reviewed,us,hrv,,,,
1990,89.3,7,mw,us,usp00049yk,2017-04-26T17:44:15.386Z,Romania,earthquake,reviewed,us,hrv,,,,
1990,18.1,7.1,mw,us,usp0004ag6,2017-04-26T17:44:20.092Z,"Panay, Philippines",earthquake,reviewed,us,hrv,,,,
1990,18.5,7.4,mw,us,usp0004arq,2017-04-26T17:44:22.608Z,northern Iran,earthquake,reviewed,us,hrv,,,,
1990,25.1,7.7,mw,us,usp0004bxs,2017-04-26T17:44:26.900Z,"Luzon, Philippines",earthquake,reviewed,us,hrv,,,,
1990,125.7,7.2,mw,us,usp0004cm6,2017-04-26T17:44:32.857Z,Vanuatu,earthquake,reviewed,us,hrv,,,,
1990,140.4,7.1,mw,us,usp0004dad,2017-04-26T17:44:36.453Z,Vanuatu,earthquake,reviewed,us,hrv,,,,
1990,598.8,7,mw,us,usp0004fv5,2016-11-10T00:49:16.385Z,Peru-Brazil border region,earthquake,reviewed,us,nc,,,,
1990,24.8,7.1,mw,us,usp0004gkj,2016-11-10T00:51:10.434Z,"Komandorskiye Ostrova, Russia region",earthquake,reviewed,us,hrv,,,,
1990,178.6,7.5,mw,us,usp0004k00,2017-04-26T17:45:05.457Z,"New Britain region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1991,19.7,7,mw,us,usp0004k8g,2017-04-26T17:45:07.329Z,Myanmar,earthquake,reviewed,us,hrv,,,,
1991,23.9,7,mw,us,usp0004n2a,2017-04-26T17:45:18.456Z,"Mindanao, Philippines",earthquake,reviewed,us,nc,,,,
1991,19.8,7.1,mw,us,usp0004pyn,2017-04-26T17:45:28.642Z,northern Peru,earthquake,reviewed,us,par,,,,
1991,10,7.6,mw,us,usp0004qpg,2018-03-12T17:55:59.913Z,Costa Rica,earthquake,reviewed,us,hrv,,,,
1991,17.2,7,mw,us,usp0004qza,2017-04-26T17:45:35.491Z,Georgia (Sak'art'velo),earthquake,reviewed,us,hrv,,,,
1991,33,7,mw,us,usp0004ru5,2017-04-26T17:45:40.306Z,"Minahasa, Sulawesi, Indonesia",earthquake,reviewed,us,nc,,,,
1991,28.4,7,mw,us,usp0004s9h,2016-11-10T00:36:28.418Z,Alaska Peninsula,earthquake,reviewed,us,hrv,,,,
1991,265.5,7,mw,us,usp0004sq2,2016-11-10T00:37:13.738Z,Fiji region,earthquake,reviewed,us,hrv,,,,
1991,31.4,7.5,mw,us,usp0004t6g,2017-04-26T17:45:47.815Z,"Minahasa, Sulawesi, Indonesia",earthquake,reviewed,us,hrv,,,,
1991,558,7.3,mw,us,usp0004taw,2016-11-10T00:38:28.078Z,"Santiago Del Estero, Argentina",earthquake,reviewed,us,hrv,,,,
1991,104.5,7,mwb,us,usp0004tuc,2017-04-26T17:45:51.647Z,central Peru,earthquake,reviewed,us,us,,,,
1991,1.303,7,mh,nc,nc228064,2016-12-18T14:45:52.534Z,"136km WSW of Brookings, Oregon",earthquake,reviewed,nc,nc,,,,
1991,566.4,7,mw,us,usp0004x7f,2016-11-10T00:47:27.954Z,Fiji region,earthquake,reviewed,us,hrv,,,,
1991,23.4,7.2,mw,us,usp0004xtq,2017-04-26T17:46:03.982Z,Solomon Islands,earthquake,reviewed,us,hrv,,,,
1991,21.3,7.2,mw,us,usp0004zbt,2017-04-26T17:46:10.996Z,near the west coast of Colombia,earthquake,reviewed,us,hrv,,,,
1991,24.7,7.6,mw,us,usp00050sq,2017-02-07T23:21:50.524Z,Kuril Islands,earthquake,reviewed,us,hrv,,,,
1991,10,7.2,mw,us,usp000510y,2016-11-10T00:56:31.088Z,South Sandwich Islands region,earthquake,reviewed,us,hrv,,,,
1992,9.856,7.2,mh,nc,nc269151,2018-01-11T19:45:33.934Z,"20km SSW of Rio Dell, California",earthquake,reviewed,nc,nc,,,,
1992,58,7.2,mw,us,usp00057d0,2017-04-26T17:46:38.546Z,"eastern New Guinea region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1992,32.8,7.1,mw,us,usp00057gu,2017-04-26T17:46:40.995Z,"Mindanao, Philippines",earthquake,reviewed,us,hrv,,,,
1992,33,7.3,mwb,us,usp00057gv,2017-04-26T17:46:41.606Z,"Mindanao, Philippines",earthquake,reviewed,us,us,,,,
1992,18.8,7,mw,us,usp000585d,2017-04-26T17:46:45.925Z,Santa Cruz Islands,earthquake,reviewed,us,hrv,,,,
1992,-0.097,7.3,mw,ci,ci3031111,2018-02-15T18:26:06.680Z,"Landers, California Earthquake",earthquake,reviewed,ci,ci,,,,
1992,377.2,7.2,mw,us,usp0005ap1,2016-11-10T00:40:07.190Z,south of the Fiji Islands,earthquake,reviewed,us,hrv,,,,
1992,27.4,7.3,mwb,us,usp0005cq0,2017-04-26T17:46:58.779Z,Kyrgyzstan,earthquake,reviewed,us,us,,,,
1992,44.8,7.7,mw,us,usp0005ddn,2018-02-15T02:41:21.860Z,near the coast of Nicaragua,earthquake,reviewed,us,hrv,,,,
1992,129,7.4,mw,us,usp0005f79,2017-04-26T17:47:07.004Z,Vanuatu,earthquake,reviewed,us,hrv,,,,
1992,10,7.2,mwb,us,usp0005fha,2017-04-26T17:47:10.064Z,northern Colombia,earthquake,reviewed,us,us,,,,
1992,27.7,7.8,mw,us,usp0005j5a,2017-04-26T17:47:20.882Z,"Flores region, Indonesia",earthquake,reviewed,us,hrv,,,,
1992,77.7,7.3,mw,us,usp0005jjt,2017-04-26T17:47:23.876Z,Banda Sea,earthquake,reviewed,us,hrv,,,,
1993,102.2,7.6,mw,us,usp0005ktj,2017-04-13T22:05:11.543Z,"Hokkaido, Japan region",earthquake,reviewed,us,hrv,,,,
1993,20.4,7.1,mwb,us,usp0005p26,2016-11-10T00:27:58.759Z,Santa Cruz Islands region,earthquake,reviewed,us,us,,,,
1993,58.7,7,mwb,us,usp0005sm4,2017-04-26T17:47:41.418Z,"Mindanao, Philippines",earthquake,reviewed,us,us,,,,
1993,221,7,mwb,us,usp0005te6,2015-06-30T16:59:01.815Z,"Jujuy, Argentina",earthquake,reviewed,us,us,,,,
1993,70.6,7.5,mw,us,usp0005u7b,2017-04-13T22:05:33.651Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,reviewed,us,hrv,,,,
1993,16.7,7.7,mw,us,usp0005w12,2017-04-26T17:47:54.186Z,"Hokkaido, Japan region",earthquake,reviewed,us,hrv,,,,
1993,59.3,7.8,mw,us,usp0005y3k,2018-03-06T22:28:31.177Z,Guam region,earthquake,reviewed,us,hrv,,,,
1993,214.5,7,mwb,us,usp0005y6k,2016-11-10T00:42:27.473Z,"Hindu Kush region, Afghanistan",earthquake,reviewed,us,us,,,,
1993,28.1,7,mw,us,usp0005y7g,2017-04-26T17:48:00.042Z,off the west coast of the South Island of New Zealand,earthquake,reviewed,us,hrv,,,,
1993,34.1,7.2,mw,us,usp0006030,2017-04-26T17:48:05.747Z,"offshore Chiapas, Mexico",earthquake,reviewed,us,hrv,,,,
1993,34,7,mw,us,usp00063mj,2017-04-26T17:48:23.023Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,reviewed,us,hrv,,,,
1993,33,7,mw,us,usp00065sh,2017-04-26T17:48:27.383Z,Vanuatu,earthquake,reviewed,us,hrv,,,,
1994,19.9,7,mwb,us,usp0006744,2017-04-26T17:48:36.904Z,"Halmahera, Indonesia",earthquake,reviewed,us,us,,,,
1994,27.7,7,mwb,us,usp00068eg,2017-04-26T17:48:40.502Z,Vanuatu,earthquake,reviewed,us,us,,,,
1994,562.5,7.6,mw,us,usp00069fm,2016-11-10T02:39:09.059Z,Fiji region,earthquake,reviewed,us,hrv,,,,
1994,10,7,mw,us,usp00069pg,2015-06-30T16:59:01.886Z,central Mid-Atlantic Ridge,earthquake,reviewed,us,hrv,,,,
1994,18.4,7.8,mw,us,usp0006djk,2017-04-26T17:49:07.383Z,"south of Java, Indonesia",earthquake,reviewed,us,hrv,,,,
1994,631.3,8.2,mw,us,usp0006dzc,2017-04-13T22:06:46.435Z,"La Paz, Bolivia",earthquake,reviewed,us,hrv,,,,
1994,33,7.2,mw,us,usp0006fjg,2017-04-26T17:49:16.177Z,Vanuatu,earthquake,reviewed,us,hrv,,,,
1994,471.4,7.3,mw,us,usp0006fyv,2016-11-10T00:40:54.911Z,"Primor'ye, Russia",earthquake,reviewed,us,hrv,,,,
1994,4.972,7,mw,nc,nc30056327,2017-04-26T17:49:28.107Z,off the coast of Northern California,earthquake,reviewed,nc,nc,,,,
1994,14,8.3,mw,us,usp0006kdp,2017-04-26T17:49:33.878Z,Kuril Islands,earthquake,reviewed,us,hrv,,,,
1994,33,7.3,mw,us,usp0006ku9,2017-04-26T17:49:36.356Z,Kuril Islands,earthquake,reviewed,us,hrv,,,,
1994,31.5,7.1,mw,us,usp0006nn2,2017-04-26T17:49:42.681Z,"Mindoro, Philippines",earthquake,reviewed,us,hrv,,,,
1994,26.5,7.8,mw,us,usp0006qh3,2017-04-26T17:49:50.686Z,"off the east coast of Honshu, Japan",earthquake,reviewed,us,hrv,,,,
1995,26.9,7,mw,us,usp0006qyz,2017-04-26T17:49:52.543Z,"near the east coast of Honshu, Japan",earthquake,reviewed,us,hrv,,,,
1995,21.1,7.1,mw,us,usp0006sef,2017-04-26T17:49:56.397Z,off the east coast of the North Island of New Zealand,earthquake,reviewed,us,hrv,,,,
1995,21.2,7.4,mw,us,usp0006vb3,2016-11-10T02:39:11.988Z,Tonga,earthquake,reviewed,us,hrv,,,,
1995,20.7,7.2,mw,us,usp0006vz9,2017-04-26T17:50:13.630Z,"Samar, Philippines",earthquake,reviewed,us,hrv,,,,
1995,16,7.1,mw,us,usp0006ww5,2017-04-26T17:50:20.494Z,"Samar, Philippines",earthquake,reviewed,us,hrv,,,,
1995,20.2,7.7,mw,us,usp0006xg1,2017-02-07T23:23:18.619Z,southeast of the Loyalty Islands,earthquake,reviewed,us,hrv,,,,
1995,11,7.1,mwb,us,usp0006y50,2017-04-26T17:50:30.208Z,"Sakhalin, Russia",earthquake,reviewed,us,us,,,,
1995,35.3,7.2,mwb,us,usp000702z,2016-11-10T00:39:26.807Z,"Kermadec Islands, New Zealand",earthquake,reviewed,us,us,,,,
1995,45.6,8,mw,us,usp000714t,2018-03-12T17:58:16.211Z,"Antofagasta, Chile",earthquake,reviewed,us,hrv,,,,
1995,30.1,7.7,mw,us,usp00071w4,2017-04-26T17:50:52.794Z,"Bougainville region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1995,33,7.2,mw,us,usp00071xh,2017-04-26T17:50:54.115Z,"Bougainville region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1995,594.9,7.1,mwb,us,usp00072a1,2016-11-10T00:43:45.580Z,"Pagan region, Northern Mariana Islands",earthquake,reviewed,us,us,,,,
1995,23,7.4,mwb,us,usp00073c5,2017-04-26T17:50:57.886Z,"Guerrero, Mexico",earthquake,reviewed,us,us,,,,
1995,24.4,7,mw,us,usp00074c4,2017-04-26T17:51:04.288Z,Peru-Ecuador border region,earthquake,reviewed,us,hrv,,,,
1995,33,8,mw,us,usp00074vc,2017-04-26T17:51:08.905Z,"Colima, Mexico",earthquake,reviewed,us,hrv,,,,
1995,28.4,7.1,mw,us,usp00075bd,2017-04-26T17:51:11.476Z,"Ryukyu Islands, Japan",earthquake,reviewed,us,hrv,,,,
1995,159.3,7.2,mw,us,usp00075gf,2017-04-26T17:51:14.038Z,"Chiapas, Mexico",earthquake,reviewed,us,hrv,,,,
1995,10,7.2,mw,us,usp0007788,2017-04-26T17:51:19.917Z,Egypt,earthquake,reviewed,us,hrv,,,,
1995,33,7.9,mw,us,usp000782n,2017-02-07T23:23:46.995Z,Kuril Islands,earthquake,reviewed,us,hrv,,,,
1995,141.9,7.1,mw,us,usp00079k5,2017-04-26T17:51:27.650Z,Banda Sea,earthquake,reviewed,us,hrv,,,,
1996,24,7.9,mw,us,usp00079zv,2017-04-26T17:51:30.326Z,"Minahasa, Sulawesi, Indonesia",earthquake,reviewed,us,hrv,,,,
1996,42.6,7.2,mw,us,usp0007chh,2016-11-10T00:25:38.297Z,Kuril Islands,earthquake,reviewed,us,hrv,,,,
1996,33,8.2,mw,us,usp0007d1w,2017-04-26T17:51:37.418Z,"Biak region, Indonesia",earthquake,reviewed,us,hrv,,,,
1996,10,7.5,mw,us,usp0007dmb,2017-04-26T17:51:41.015Z,off the coast of northern Peru,earthquake,reviewed,us,hrv,,,,
1996,21.1,7.1,mw,us,usp0007dv6,2017-04-26T17:51:42.850Z,"offshore Oaxaca, Mexico",earthquake,reviewed,us,hrv,,,,
1996,110.9,7.2,mwb,us,usp0007g84,2016-11-10T00:31:42.917Z,south of the Fiji Islands,earthquake,reviewed,us,us,,,,
1996,44,7.2,mwc,us,usp0007gqq,2017-04-26T17:51:54.597Z,"Bougainville region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1996,10,7,mwc,us,usp0007j1e,2016-11-10T00:36:43.855Z,northern Mid-Atlantic Ridge,earthquake,reviewed,us,hrv,,,,
1996,33,7.9,mwc,us,usp0007jcu,2017-04-13T22:08:41.849Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,reviewed,us,hrv,,,,
1996,26.3,7.3,mwc,us,usp0007jfz,2017-04-13T22:08:42.349Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,reviewed,us,hrv,,,,
1996,33,7.1,mwc,us,usp0007jkw,2017-04-26T17:52:02.375Z,"Samar, Philippines",earthquake,reviewed,us,hrv,,,,
1996,587.3,7.9,mwc,us,usp0007jw8,2016-11-10T02:39:19.386Z,Flores Sea,earthquake,reviewed,us,hrv,,,,
1996,33,7,mwc,us,usp0007me1,2017-04-26T17:52:07.789Z,"Minahasa, Sulawesi, Indonesia",earthquake,reviewed,us,hrv,,,,
1996,550.2,7.4,mwc,us,usp0007n5m,2016-11-10T00:42:07.581Z,Fiji region,earthquake,reviewed,us,hrv,,,,
1996,33,7.7,mwc,us,usp0007swp,2017-04-26T17:52:43.859Z,near the coast of central Peru,earthquake,reviewed,us,hrv,,,,
1997,33,7.2,mwb,us,usp0007vrx,2017-04-26T17:52:58.479Z,"Michoacan, Mexico",earthquake,reviewed,us,us,,,,
1997,276.2,7.1,mwc,us,usp0007w7v,2016-11-10T00:24:27.843Z,"Potosi, Bolivia",earthquake,reviewed,us,hrv,,,,
1997,33,7.1,mwc,us,usp0007xx2,2017-04-26T17:53:07.644Z,Pakistan,earthquake,reviewed,us,hrv,,,,
1997,33,7.7,mwc,us,usp00080wt,2017-04-26T17:53:25.419Z,Santa Cruz Islands,earthquake,reviewed,us,hrv,,,,
1997,10,7.3,mwb,us,usp000820p,2017-04-26T17:53:30.582Z,eastern Iran,earthquake,reviewed,us,us,,,,
1997,332.7,7.1,mwc,us,usp00082uf,2016-11-09T03:12:03.900Z,south of the Kermadec Islands,earthquake,reviewed,us,hrv,,,,
1997,19.9,7,mwc,us,usp00084m2,2017-04-26T17:53:47.357Z,"Sucre, Venezuela",earthquake,reviewed,us,hrv,,,,
1997,30,7,mwc,us,usp00087s6,2016-11-10T00:46:26.397Z,Kermadec Islands region,earthquake,reviewed,us,hrv,,,,
1997,167.3,7.8,mwb,us,usp000890q,2017-02-07T23:24:45.900Z,south of the Fiji Islands,earthquake,reviewed,us,us,,,,
1997,58,7.1,mwc,us,usp000892b,2017-04-26T17:54:04.068Z,"Coquimbo, Chile",earthquake,reviewed,us,hrv,,,,
1997,112,7.2,mwc,us,usp00089q2,2017-04-26T17:54:05.841Z,northern Peru,earthquake,reviewed,us,hrv,,,,
1997,33,7.5,mwc,us,usp0008a97,2017-02-07T23:24:59.298Z,western Xizang,earthquake,reviewed,us,hrv,,,,
1997,123.1,7,mwc,us,usp0008aqx,2017-04-26T17:54:08.894Z,Vanuatu,earthquake,reviewed,us,hrv,,,,
1997,24,7,mwc,us,usp0008baj,2017-04-26T17:54:10.781Z,"Minahasa, Sulawesi, Indonesia",earthquake,reviewed,us,hrv,,,,
1997,33,7.8,mwc,us,usp0008btk,2017-04-13T22:10:16.019Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,reviewed,us,hrv,,,,
1997,179.3,7.2,mwc,us,usp0008d0r,2017-04-26T17:54:15.721Z,"eastern New Guinea region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1998,100.6,7.5,mwc,us,usp0008dqq,2017-02-07T23:25:53.226Z,southeast of the Loyalty Islands,earthquake,reviewed,us,hrv,,,,
1998,42,7.1,mwc,us,usp0008f7c,2017-04-26T17:54:22.888Z,"Antofagasta, Chile",earthquake,reviewed,us,hrv,,,,
1998,10,8.1,mwc,us,usp0008hzd,2017-02-07T23:26:11.484Z,Balleny Islands region,earthquake,reviewed,us,hrv,,,,
1998,537.2,7.2,mwc,us,usp0008j7s,2016-11-10T00:30:13.776Z,Fiji region,earthquake,reviewed,us,hrv,,,,
1998,55.7,7,mwc,us,usp0008jd7,2017-04-26T17:54:30.482Z,"southern Sumatra, Indonesia",earthquake,reviewed,us,hrv,,,,
1998,33,7.5,mwb,us,usp0008mdk,2017-04-08T21:25:00.575Z,southeast of Taiwan,earthquake,reviewed,us,us,,,,
1998,110.2,7,mwc,us,usp0008rm2,2017-04-26T17:54:49.044Z,Santa Cruz Islands,earthquake,reviewed,us,hrv,,,,
1998,10,7,mwc,us,usp0008rpa,2017-04-26T17:54:50.390Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1998,33,7.2,mwc,us,usp0008ssb,2017-04-26T17:54:53.896Z,near the coast of Ecuador,earthquake,reviewed,us,hrv,,,,
1998,440.5,7.1,mwb,us,usp0008tje,2016-11-10T00:43:29.483Z,"Bonin Islands, Japan region",earthquake,reviewed,us,us,,,,
1998,33,7,mwc,us,usp0008xw8,2017-04-26T17:55:17.140Z,Banda Sea,earthquake,reviewed,us,hrv,,,,
1998,33,7.7,mwc,us,usp0008yx2,2017-04-26T17:55:21.065Z,Banda Sea,earthquake,reviewed,us,hrv,,,,
1999,114.1,7,mwc,us,usp00091ag,2017-04-26T17:55:26.884Z,"New Ireland region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1999,90.1,7.3,mwc,us,usp00092cr,2017-04-26T17:55:33.380Z,Santa Cruz Islands,earthquake,reviewed,us,hrv,,,,
1999,33,7.1,mwc,us,usp00093u0,2017-04-26T17:55:39.703Z,"Sulu Archipelago, Philippines",earthquake,reviewed,us,hrv,,,,
1999,150,7.4,mwc,us,usp00095u8,2017-04-26T17:55:48.938Z,"New Britain region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1999,565.7,7.1,mwc,us,usp00095z9,2016-11-10T00:31:05.094Z,"Jilin-Heilongjiang border region, China",earthquake,reviewed,us,hrv,,,,
1999,138,7.1,mwb,us,usp00097rj,2017-04-26T17:55:55.623Z,"New Britain region, Papua New Guinea",earthquake,reviewed,us,us,,,,
1999,73.7,7.1,mwc,us,usp000982a,2017-04-26T17:55:56.841Z,"New Britain region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1999,70,7,mwc,us,usp00099y6,2017-04-26T17:56:01.594Z,"Puebla, Mexico",earthquake,reviewed,us,hrv,,,,
1999,17,7.6,mwc,us,usp0009d4z,2018-03-12T19:53:38.751Z,western Turkey,earthquake,reviewed,us,hrv,,,,
1999,33,7.7,mwc,us,usp0009eq0,2017-04-26T17:56:13.243Z,Taiwan,earthquake,reviewed,us,hrv,,,,
1999,60.6,7.5,mwc,us,usp0009f7v,2017-04-26T17:56:21.161Z,"Oaxaca, Mexico",earthquake,reviewed,us,hrv,,,,
1999,13.73,7.1,mw,ci,ci9108652,2017-04-26T17:56:24.046Z,"16km SW of Ludlow, CA",earthquake,reviewed,ci,ci,,,,
1999,10,7.2,mwc,us,usp0009hev,2017-04-26T17:56:31.582Z,western Turkey,earthquake,reviewed,us,hrv,,,,
1999,10,7,mwc,us,usp0009hnt,2016-11-10T00:52:10.626Z,South Indian Ocean,earthquake,reviewed,us,hrv,,,,
1999,33,7,mwc,us,usp0009huj,2017-04-26T17:56:33.290Z,"New Britain region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
1999,33,7.5,mwc,us,usp0009j4n,2017-04-26T17:56:34.444Z,Vanuatu,earthquake,reviewed,us,hrv,,,,
1999,66,7,mwc,us,usp0009jj1,2016-11-09T03:49:58.146Z,"Kodiak Island region, Alaska",earthquake,reviewed,us,hrv,,,,
1999,33,7.3,mwc,us,usp0009jr8,2017-04-26T17:56:40.750Z,"Luzon, Philippines",earthquake,reviewed,us,hrv,,,,
2000,183.4,7.2,mwc,us,usp0009kx3,2017-11-07T16:16:22.048Z,Tonga,earthquake,reviewed,us,hrv,,,,
2000,33,7.1,mwc,us,usp0009nxg,2017-11-07T16:17:30.218Z,Vanuatu region,earthquake,reviewed,us,hrv,,,,
2000,126.5,7.6,mwc,us,usp0009qb4,2017-11-07T16:18:38.818Z,"Volcano Islands, Japan region",earthquake,reviewed,us,hrv,,,,
2000,608.5,7,mwb,us,usp0009rrc,2017-11-07T16:14:17.222Z,"Santiago Del Estero, Argentina",earthquake,reviewed,us,us,,,,
2000,26,7.6,mwc,us,usp0009sbh,2017-11-07T16:19:44.786Z,"Sulawesi, Indonesia",earthquake,reviewed,us,hrv,,,,
2000,225,7.2,mwc,us,usp0009suu,2017-11-07T16:21:24.397Z,"Jujuy, Argentina",earthquake,reviewed,us,hrv,,,,
2000,33,7.9,mwc,us,usp0009txv,2017-11-07T16:22:41.113Z,"southern Sumatra, Indonesia",earthquake,reviewed,us,hrv,,,,
2000,10,7.9,mwc,us,usp0009ut0,2017-11-07T16:23:44.651Z,South Indian Ocean,earthquake,reviewed,us,hrv,,,,
2000,394.8,7.4,mwc,us,usp0009xzy,2017-11-07T16:24:23.950Z,"Bonin Islands, Japan region",earthquake,reviewed,us,hrv,,,,
2000,23,7,mwc,us,usp000a18v,2017-11-03T15:24:09.343Z,Vanuatu,earthquake,reviewed,us,hrv,,,,
2000,50,7,mwc,us,usp000a2mw,2017-11-07T16:26:33.181Z,"New Ireland region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
2000,33,8,mwc,us,usp000a3qq,2017-11-07T16:27:18.152Z,"New Ireland region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
2000,30,7.8,mwc,us,usp000a3sp,2017-11-07T16:28:17.036Z,"New Ireland region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
2000,33,7.8,mwc,us,usp000a45f,2017-11-07T16:39:14.599Z,"New Britain region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
2000,30,7,mwc,us,usp000a5m7,2017-11-07T16:39:40.839Z,Turkmenistan,earthquake,reviewed,us,hrv,,,,
2001,33,7.5,mwc,us,usp000a70h,2017-11-07T16:40:53.714Z,"Mindanao, Philippines",earthquake,reviewed,us,hrv,,,,
2001,103,7.1,mwb,us,usp000a7cv,2017-11-07T16:41:50.772Z,Vanuatu,earthquake,reviewed,us,us,,,,
2001,33,7,mwc,us,usp000a7f2,2017-11-07T16:47:50.019Z,"Kodiak Island region, Alaska",earthquake,reviewed,us,hrv,,,,
2001,60,7.7,mwc,us,usp000a7m5,2018-03-12T19:55:31.022Z,offshore El Salvador,earthquake,reviewed,us,hrv,,,,
2001,16,7.7,mwc,us,usp000a8ds,2018-03-12T19:57:46.057Z,"Gujarat, India",earthquake,reviewed,us,hrv,,,,
2001,36,7.4,mwc,us,usp000a9kc,2017-11-07T16:52:40.610Z,"southern Sumatra, Indonesia",earthquake,reviewed,us,hrv,,,,
2001,35,7.1,mwc,us,usp000aa8b,2017-11-07T16:53:15.732Z,Molucca Sea,earthquake,reviewed,us,hrv,,,,
2001,178.1,7.2,mwc,us,usp000afyg,2017-11-07T16:53:50.866Z,"Kermadec Islands, New Zealand",earthquake,reviewed,us,hrv,,,,
2001,33,8.4,mww,official,official20010623203314130_33,2018-03-12T20:52:30.252Z,near the coast of southern Peru,earthquake,reviewed,us,official,,,,
2001,33,7.6,mwc,us,usp000aj40,2017-11-07T18:19:18.597Z,near the coast of southern Peru,earthquake,reviewed,us,hrv,,,,
2001,33,7.1,mwc,us,usp000amsn,2017-11-07T18:19:49.222Z,east of the North Island of New Zealand,earthquake,reviewed,us,hrv,,,,
2001,37,7,mwc,us,usp000aqsu,2017-11-07T18:21:52.170Z,Guam region,earthquake,reviewed,us,hrv,,,,
2001,33,7.5,mwc,us,usp000ar78,2017-11-07T18:23:09.581Z,Banda Sea,earthquake,reviewed,us,hrv,,,,
2001,33,7,mwc,us,usp000arz5,2017-11-07T18:23:44.467Z,"New Britain region, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
2001,10,7.8,mwc,us,usp000asvm,2017-11-07T18:24:20.114Z,"southern Qinghai, China",earthquake,reviewed,us,hrv,,,,
2001,10,7.1,mwc,us,usp000aufx,2017-11-07T18:25:31.460Z,south of Australia,earthquake,reviewed,us,hrv,,,,
2002,21,7.2,mwc,us,usp000avpw,2017-11-07T18:26:19.994Z,Vanuatu,earthquake,reviewed,us,hrv,,,,
2002,225.6,7.4,mwc,us,usp000azhc,2017-11-07T18:27:33.187Z,"Hindu Kush region, Afghanistan",earthquake,reviewed,us,hrv,,,,
2002,31,7.5,mwc,us,usp000azqw,2017-11-07T18:29:03.902Z,"Mindanao, Philippines",earthquake,reviewed,us,hrv,,,,
2002,32.8,7.1,mwc,us,usp000b1e2,2017-11-07T18:30:04.730Z,Taiwan region,earthquake,reviewed,us,hrv,,,,
2002,85.7,7.1,mwc,us,usp000b37m,2017-11-07T18:30:58.300Z,Guam region,earthquake,reviewed,us,hrv,,,,
2002,566,7.3,mwc,us,usp000b73z,2017-11-07T18:32:29.908Z,"Jilin-Heilongjiang border region, China",earthquake,reviewed,us,hrv,,,,
2002,580,7.7,mwc,us,usp000ba6g,2017-11-07T18:33:30.582Z,Fiji region,earthquake,reviewed,us,hrv,,,,
2002,675.4,7.7,mwc,us,usp000ba6m,2017-11-07T18:34:30.509Z,south of the Fiji Islands,earthquake,reviewed,us,hrv,,,,
2002,13,7.6,mwc,us,usp000bbpf,2017-11-07T18:35:08.098Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,reviewed,us,hrv,,,,
2002,10,7.6,mwc,us,usp000be54,2017-11-07T18:35:53.098Z,"near the north coast of Papua, Indonesia",earthquake,reviewed,us,hrv,,,,
2002,30,7.4,mwb,us,usp000bfuz,2017-11-07T18:37:16.322Z,"Simeulue, Indonesia",earthquake,reviewed,us,us,,,,
2002,4.9,7.9,mwc,us,usp000bg0m,2018-03-12T20:57:11.271Z,Central Alaska,earthquake,reviewed,aeic,hrv,,,,
2002,459.1,7.3,mwc,us,usp000bhv1,2017-11-07T18:39:09.074Z,northwest of the Kuril Islands,earthquake,reviewed,us,hrv,,,,
2003,33,7.3,mwc,us,usp000bnvq,2017-11-07T18:39:54.152Z,Solomon Islands,earthquake,reviewed,us,hrv,,,,
2003,24,7.6,mwb,us,usp000bnyr,2017-11-07T18:43:33.577Z,"offshore Colima, Mexico",earthquake,reviewed,us,us,,,,
2003,33,7.1,mwb,us,usp000bsvs,2017-11-07T18:46:52.517Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,reviewed,us,us,,,,
2003,68,7,mwb,us,usp000by66,2017-11-07T18:47:33.747Z,"near the east coast of Honshu, Japan",earthquake,reviewed,us,us,,,,
2003,31,7,mwc,us,usp000by7n,2017-11-08T17:35:47.881Z,"Halmahera, Indonesia",earthquake,reviewed,us,hrv,,,,
2003,558.1,7.1,mwc,us,usp000c0ag,2017-11-08T17:45:12.705Z,"Amazonas, Brazil",earthquake,reviewed,us,hrv,,,,
